,master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RF_SCORE,segment,interested_in_categories_12
24,02b56648-133b-11ea-a001-000d3a38a36f,47,6.0,800.02,4,4,4,44,loyal_customers,"[COCUK, KADIN]"
25,02c4d744-3db2-11ea-9e19-000d3a38a36f,69,6.0,1082.61,4,4,5,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
26,02d6802a-a37f-11e9-a2fc-000d3a38a36f,135,5.0,588.25,3,4,3,34,loyal_customers,"[ERKEK, KADIN]"
27,02d9ce2c-1c76-11ea-a490-000d3a38a36f,92,5.0,816.9100000000001,3,4,4,34,loyal_customers,"[ERKEK, KADIN]"
28,02dad82c-abaa-11e9-a2fc-000d3a38a36f,7,8.0,1348.33,5,5,5,55,champions,"[ERKEK, KADIN]"
29,02e28698-b1dc-11e9-89fa-000d3a38a36f,56,7.0,689.9300000000001,4,4,4,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
30,02ed79a6-19d5-11eb-8d74-000d3a38a36f,75,5.0,931.4300000000001,4,4,4,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
31,0309458c-afe5-11ea-b736-000d3a38a36f,136,6.0,1204.0,3,4,5,34,loyal_customers,"[KADIN, AKTIFSPOR]"
32,036d9bda-aa0b-11e9-a2fc-000d3a38a36f,14,5.0,727.44,5,4,4,54,champions,"[ERKEK, COCUK, KADIN]"
33,037fee06-1b3b-11ea-a050-000d3a38a36f,42,11.0,1442.18,4,5,5,45,loyal_customers,"[ERKEK, COCUK, KADIN]"
34,03bcfdfe-b0c0-11e9-9757-000d3a38a36f,34,12.0,2006.94,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
35,03be2542-52f7-11ea-9ade-000d3a38a36f,4,5.0,807.8399999999999,5,4,4,54,champions,[KADIN]
36,03c9a6a2-a68f-11e9-a2fc-000d3a38a36f,117,13.0,2197.69,3,5,5,35,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN]"
37,03cf7626-2c4b-11ea-b752-000d3a38a36f,63,7.0,794.85,4,4,4,44,loyal_customers,[KADIN]
38,03d21590-2622-11ea-8e1c-000d3a38a36f,22,6.0,601.28,5,4,3,54,champions,"[ERKEK, KADIN]"
39,03deef66-530f-11eb-9e65-000d3a38a36f,24,7.0,929.95,5,4,4,54,champions,"[ERKEK, KADIN, AKTIFSPOR]"
40,03f502d4-a559-11e9-a2fc-000d3a38a36f,99,61.0,2758.47,3,5,5,35,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
41,03fd22ee-ae45-11e9-a2fc-000d3a38a36f,47,6.0,325.93,4,4,2,44,loyal_customers,"[KADIN, AKTIFSPOR]"
42,04376f3c-12d4-11ea-a001-000d3a38a36f,56,5.0,838.62,4,4,4,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
43,043e49f8-a3d3-11e9-a2fc-000d3a38a36f,69,5.0,1187.68,4,4,5,44,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
44,043fb20c-adc9-11e9-a2fc-000d3a38a36f,77,18.0,3140.37,4,5,5,45,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
45,043fd458-5bcf-11ea-bd4d-000d3a38a36f,12,8.0,1169.29,5,5,5,55,champions,"[COCUK, KADIN]"
46,0451d312-9d96-11e9-9897-000d3a38a36f,19,21.0,3312.3599999999997,5,5,5,55,champions,"[ERKEK, KADIN, AKTIFSPOR]"
47,04b21532-5b97-11ea-9288-000d3a38a36f,89,7.0,947.8000000000001,3,4,4,34,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
48,04dc6890-add8-11e9-a2fc-000d3a38a36f,87,7.0,1174.78,3,4,5,34,loyal_customers,"[KADIN, AKTIFSPOR]"
49,04ed3992-c545-11ea-9dde-000d3a38a36f,26,9.0,1428.13,5,5,5,55,champions,"[KADIN, AKTIFSPOR]"
50,05081884-3ed1-11ea-b794-000d3a38a36f,19,7.0,813.13,5,4,4,54,champions,[KADIN]
51,0570a22a-62b5-11ea-9861-000d3a38a36f,92,11.0,1855.07,3,5,5,35,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
52,0581d56e-a252-11e9-a2fc-000d3a38a36f,145,9.0,1559.32,3,5,5,35,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
53,05af90dc-9daa-11e9-9897-000d3a38a36f,120,7.0,546.1800000000001,3,4,3,34,loyal_customers,[KADIN]
54,05cf1692-9b82-11ea-a27a-000d3a38a36f,22,5.0,955.37,5,4,4,54,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
55,05f7bffa-527d-11ea-825c-000d3a38a36f,33,8.0,1178.3799999999999,5,5,5,55,champions,"[ERKEK, KADIN, AKTIFSPOR]"
56,06332314-abb2-11e9-a2fc-000d3a38a36f,26,19.0,1373.52,5,5,5,55,champions,[KADIN]
57,064a9dfa-ae19-11e9-a2fc-000d3a38a36f,42,9.0,1195.33,4,5,5,45,loyal_customers,"[KADIN, AKTIFSPOR]"
58,06aed748-b0ad-11e9-9757-000d3a38a36f,67,11.0,1657.06,4,5,5,45,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
59,06b02d54-afff-11e9-9757-000d3a38a36f,54,5.0,397.91999999999996,4,4,2,44,loyal_customers,"[ERKEK, KADIN]"
60,06bb3668-a79e-11e9-a2fc-000d3a38a36f,11,12.0,1334.13,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
61,06d644c8-a166-11e9-a2fc-000d3a38a36f,130,6.0,639.94,3,4,3,34,loyal_customers,[KADIN]
62,06f1d0c0-aea5-11e9-a2fc-000d3a38a36f,134,5.0,967.86,3,4,4,34,loyal_customers,"[ERKEK, KADIN]"
63,06f89886-74f9-11ea-bb48-000d3a38a36f,7,28.0,3839.1,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
64,075aefe8-a95e-11e9-a2fc-000d3a38a36f,34,13.0,2690.2599999999998,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
65,075b1fbe-fd68-11e9-a5e8-000d3a38a36f,5,10.0,1137.1399999999999,5,5,5,55,champions,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
66,0785c324-ac08-11e9-a2fc-000d3a38a36f,13,8.0,789.1700000000001,5,5,4,55,champions,[KADIN]
67,07b6055a-114f-11ea-8872-000d3a38a36f,27,6.0,1540.3,5,4,5,54,champions,"[COCUK, KADIN]"
68,07bcae98-a81b-11e9-a2fc-000d3a38a36f,12,8.0,2345.22,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
69,07cf3fe2-bdcb-11ea-aa61-000d3a38a36f,15,5.0,1012.27,5,4,4,54,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
70,07cf53e2-2078-11ea-87bf-000d3a38a36f,43,9.0,1425.54,4,5,5,45,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
71,07d80f42-a8cc-11e9-a2fc-000d3a38a36f,3,11.0,1355.67,5,5,5,55,champions,"[AKTIFCOCUK, COCUK, KADIN]"
72,07ddfcfe-2590-11ea-b1c8-000d3a38a36f,25,8.0,600.65,5,5,3,55,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
73,07e230d4-d668-11e9-93bc-000d3a38a36f,38,5.0,847.9,4,4,4,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
74,07f783c4-d6d3-11e9-93bc-000d3a38a36f,40,6.0,1701.04,4,4,5,44,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
75,080b0bca-1340-11ea-a001-000d3a38a36f,129,7.0,1258.94,3,4,5,34,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
76,082e92ca-c4ed-11ea-98f7-000d3a38a36f,32,5.0,674.32,5,4,4,54,champions,"[KADIN, AKTIFSPOR]"
77,0835b1e4-a933-11e9-a2fc-000d3a38a36f,28,6.0,630.5600000000001,5,4,3,54,champions,"[COCUK, KADIN]"
78,08615912-aaea-11e9-a2fc-000d3a38a36f,36,9.0,665.75,4,5,4,45,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
79,087c3fe4-1155-11ea-8872-000d3a38a36f,136,5.0,664.4399999999999,3,4,4,34,loyal_customers,"[ERKEK, KADIN]"
80,089c0324-a5a8-11e9-a2fc-000d3a38a36f,25,18.0,2408.73,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
81,08b5c3b2-6377-11ea-a6dc-000d3a38a36f,136,5.0,382.39,3,4,2,34,loyal_customers,[KADIN]
82,08d9262c-b03f-11e9-9757-000d3a38a36f,99,5.0,436.44,3,4,2,34,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
83,08dcdc80-60cb-11ea-8dd8-000d3a38a36f,18,7.0,1228.24,5,4,5,54,champions,"[KADIN, AKTIFSPOR]"
84,08e67754-b1a8-11e9-89fa-000d3a38a36f,69,5.0,899.96,4,4,4,44,loyal_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
85,08f0e73e-a587-11e9-a2fc-000d3a38a36f,69,10.0,2739.64,4,5,5,45,loyal_customers,"[COCUK, KADIN]"
86,090b0230-9d63-11e9-9897-000d3a38a36f,13,32.0,2863.3199999999997,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
87,092be6ce-d6c2-11e9-93bc-000d3a38a36f,121,6.0,356.61,3,4,2,34,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN]"
88,092f4294-15ea-11ea-aa74-000d3a38a36f,6,10.0,800.58,5,5,4,55,champions,"[ERKEK, KADIN, AKTIFSPOR]"
89,094c07ec-a2c4-11e9-a2fc-000d3a38a36f,135,16.0,2410.78,3,5,5,35,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
90,095cb97a-2be5-11ea-91ab-000d3a38a36f,30,9.0,1064.1299999999999,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
91,095d3f44-a922-11e9-a2fc-000d3a38a36f,31,9.0,865.8899999999999,5,5,4,55,champions,"[ERKEK, COCUK, KADIN]"
92,096b0208-aa41-11e9-a2fc-000d3a38a36f,30,12.0,2011.13,5,5,5,55,champions,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
93,09752d72-5bc7-11ea-b2fe-000d3a38a36f,26,5.0,599.42,5,4,3,54,champions,"[COCUK, KADIN]"
94,097c3906-2a75-11ea-b3a7-000d3a38a36f,24,17.0,3762.48,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
95,0988a7a6-a7dd-11e9-a2fc-000d3a38a36f,130,12.0,1252.32,3,5,5,35,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
96,09a72af6-47c3-11ea-b6c0-000d3a38a36f,64,13.0,1680.02,4,5,5,45,loyal_customers,[KADIN]
97,09cf3c2e-9d43-11e9-9897-000d3a38a36f,36,10.0,1497.56,4,5,5,45,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
98,0a0b04da-5bc9-11ea-b13c-000d3a38a36f,52,5.0,882.1600000000001,4,4,4,44,loyal_customers,"[COCUK, KADIN]"
99,0a0e9650-a5ac-11e9-a2fc-000d3a38a36f,50,7.0,1429.8000000000002,4,4,5,44,loyal_customers,"[COCUK, KADIN]"
100,0a1a5340-ad00-11e9-a2fc-000d3a38a36f,45,8.0,575.37,4,5,3,45,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
101,0a802bd6-1a95-11ea-98d5-000d3a38a36f,88,5.0,605.27,3,4,3,34,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
102,0ab4c6b4-ab2f-11e9-a2fc-000d3a38a36f,46,12.0,1725.48,4,5,5,45,loyal_customers,"[KADIN, AKTIFSPOR]"
103,0ad69060-ae21-11e9-a2fc-000d3a38a36f,82,5.0,925.96,4,4,4,44,loyal_customers,[KADIN]
104,0aecfbf0-278f-11eb-8a9b-000d3a38a36f,5,6.0,1116.26,5,4,5,54,champions,"[ERKEK, KADIN, AKTIFSPOR]"
105,0afe8f20-b173-11e9-89fa-000d3a38a36f,56,5.0,569.31,4,4,3,44,loyal_customers,"[ERKEK, KADIN]"
106,0b081d38-5baa-11ea-b2b6-000d3a38a36f,14,6.0,849.19,5,4,4,54,champions,[KADIN]
107,0b168a06-af18-11e9-a2fc-000d3a38a36f,74,6.0,2016.35,4,4,5,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
108,0b49700a-aab4-11e9-a2fc-000d3a38a36f,23,13.0,2136.39,5,5,5,55,champions,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
109,0b65fab8-b15d-11e9-89fa-000d3a38a36f,27,17.0,999.11,5,5,4,55,champions,[KADIN]
110,0b737a08-ae15-11e9-a2fc-000d3a38a36f,56,7.0,980.57,4,4,4,44,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
111,0b804820-7028-11ea-b40c-000d3a38a36f,91,5.0,461.9,3,4,3,34,loyal_customers,"[ERKEK, KADIN]"
112,0ba1a728-2941-11ea-b87a-000d3a38a36f,26,5.0,854.8,5,4,4,54,champions,"[ERKEK, KADIN]"
113,0bb08a16-aca2-11e9-a2fc-000d3a38a36f,47,6.0,1170.5900000000001,4,4,5,44,loyal_customers,"[KADIN, AKTIFSPOR]"
114,0bc73304-9e3a-11e9-9897-000d3a38a36f,31,11.0,1253.0,5,5,5,55,champions,"[AKTIFCOCUK, COCUK, KADIN]"
115,0bfe064e-f047-11ea-bde9-000d3a38a36f,91,7.0,788.99,3,4,4,34,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN]"
116,0c2a123a-136a-11ea-a001-000d3a38a36f,5,10.0,984.6800000000001,5,5,4,55,champions,"[KADIN, AKTIFSPOR]"
117,0c303ca6-9e16-11e9-9897-000d3a38a36f,55,13.0,1460.68,4,5,5,45,loyal_customers,"[KADIN, AKTIFSPOR]"
118,0c4459cc-2d66-11ea-827e-000d3a38a36f,93,8.0,1527.6399999999999,3,5,5,35,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
119,0c5720da-a3db-11e9-a2fc-000d3a38a36f,134,9.0,1221.88,3,5,5,35,loyal_customers,"[KADIN, AKTIFSPOR]"
120,0c7849ac-8bf4-11ea-8ec0-000d3a38a36f,31,7.0,2621.46,5,4,5,54,champions,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
121,0c79b570-ac99-11e9-a2fc-000d3a38a36f,132,14.0,908.8299999999999,3,5,4,35,loyal_customers,"[COCUK, KADIN]"
122,0c958672-f273-11e9-9346-000d3a38a36f,117,6.0,822.72,3,4,4,34,loyal_customers,"[ERKEK, KADIN]"
123,0cb22dc4-2331-11ea-8523-000d3a38a36f,57,6.0,527.93,4,4,3,44,loyal_customers,[KADIN]
124,0cb6fdb2-ab00-11e9-a2fc-000d3a38a36f,43,13.0,1821.4,4,5,5,45,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
125,0cd3f0a6-5ba0-11ea-a0eb-000d3a38a36f,73,9.0,1236.31,4,5,5,45,loyal_customers,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
126,0ceced88-00bc-11eb-8341-000d3a38a36f,83,7.0,804.3,4,4,4,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
127,0d0f0c2c-a77d-11e9-a2fc-000d3a38a36f,14,9.0,721.54,5,5,4,55,champions,"[ERKEK, KADIN, AKTIFSPOR]"
128,0d25e32a-a278-11e9-a2fc-000d3a38a36f,33,6.0,977.7,5,4,4,54,champions,[KADIN]
129,0d31dfe6-a18c-11e9-a2fc-000d3a38a36f,144,5.0,905.64,3,4,4,34,loyal_customers,"[KADIN, AKTIFSPOR]"
130,0d4db91e-2ef4-11ea-8467-000d3a38a36f,74,7.0,623.4,4,4,3,44,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
131,0d54e5e6-9de9-11e9-9897-000d3a38a36f,82,7.0,587.97,4,4,3,44,loyal_customers,[KADIN]
132,0da729c2-84df-11ea-80af-000d3a38a36f,21,5.0,487.15000000000003,5,4,3,54,champions,"[KADIN, AKTIFSPOR]"
133,0da99f9e-ad09-11e9-a2fc-000d3a38a36f,54,6.0,759.42,4,4,4,44,loyal_customers,"[KADIN, AKTIFSPOR]"
134,0dab5316-b394-11e9-a043-000d3a38a36f,28,6.0,968.15,5,4,4,54,champions,"[ERKEK, COCUK, KADIN]"
135,0db76982-1a12-11ea-941b-000d3a38a36f,10,5.0,908.16,5,4,4,54,champions,"[ERKEK, KADIN]"
136,0dca2b3a-9d8f-11e9-9897-000d3a38a36f,56,16.0,2002.3,4,5,5,45,loyal_customers,[KADIN]
137,0dd69f56-de16-11e9-957d-000d3a38a36f,12,14.0,3157.5,5,5,5,55,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
138,0e34e260-27e4-11ea-a043-000d3a38a36f,81,6.0,1108.8200000000002,4,4,5,44,loyal_customers,"[KADIN, AKTIFSPOR]"
139,0e430d4e-a52c-11e9-a2fc-000d3a38a36f,73,6.0,1008.89,4,4,4,44,loyal_customers,[KADIN]
140,0e564fd2-d6f3-11e9-93bc-000d3a38a36f,61,13.0,2135.49,4,5,5,45,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
141,0e8c7b30-ac18-11e9-a2fc-000d3a38a36f,127,48.0,8617.32,3,5,5,35,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
142,0eb20300-adad-11e9-a2fc-000d3a38a36f,138,6.0,480.82,3,4,3,34,loyal_customers,"[KADIN, AKTIFSPOR]"
143,0ec13106-5bb1-11ea-a359-000d3a38a36f,8,6.0,1010.51,5,4,4,54,champions,"[KADIN, AKTIFSPOR]"
144,0ef16940-a10b-11e9-a2fc-000d3a38a36f,56,8.0,577.14,4,5,3,45,loyal_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
145,0f3fe932-c679-11ea-9bc9-000d3a38a36f,122,6.0,583.66,3,4,3,34,loyal_customers,"[ERKEK, KADIN]"
146,0f522b7e-1edb-11ea-81ff-000d3a38a36f,127,6.0,319.94,3,4,2,34,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
147,0f5e28ac-6e36-11ea-a8bb-000d3a38a36f,140,5.0,736.88,3,4,4,34,loyal_customers,"[ERKEK, KADIN]"
148,0f684644-2853-11ea-b87a-000d3a38a36f,136,5.0,545.9399999999999,3,4,3,34,loyal_customers,"[ERKEK, COCUK, KADIN]"
149,0fa34bd2-a38c-11e9-a2fc-000d3a38a36f,111,8.0,852.28,3,5,4,35,loyal_customers,"[KADIN, AKTIFSPOR]"
150,0fc6e4a4-9f98-11e9-a2fc-000d3a38a36f,86,10.0,910.86,3,5,4,35,loyal_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
151,0fd0bccc-1199-11ea-846f-000d3a38a36f,92,6.0,1336.41,3,4,5,34,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
152,0fdb0040-a97c-11e9-a2fc-000d3a38a36f,111,24.0,3653.57,3,5,5,35,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
153,0fdf4ad8-9e46-11e9-9897-000d3a38a36f,52,5.0,692.86,4,4,4,44,loyal_customers,"[ERKEK, COCUK, KADIN]"
154,0fe4cc5a-7989-11ea-bf74-000d3a38a36f,91,5.0,597.52,3,4,3,34,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
155,0fedd40a-5bd7-11ea-8ed7-000d3a38a36f,7,7.0,906.9300000000001,5,4,4,54,champions,"[ERKEK, KADIN, AKTIFSPOR]"
156,10199be8-7c9e-11ea-80af-000d3a38a36f,107,6.0,841.32,3,4,4,34,loyal_customers,"[ERKEK, KADIN]"
157,102ed1aa-d817-11ea-aee7-000d3a38a36f,51,6.0,626.4300000000001,4,4,3,44,loyal_customers,"[KADIN, AKTIFSPOR]"
158,1044d50a-abc6-11e9-a2fc-000d3a38a36f,77,9.0,842.23,4,5,4,45,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
159,104b2874-da1f-11e9-93bc-000d3a38a36f,39,9.0,1185.8899999999999,4,5,5,45,loyal_customers,"[ERKEK, KADIN]"
160,10702b3a-a534-11e9-a2fc-000d3a38a36f,33,6.0,599.92,5,4,3,54,champions,"[ERKEK, KADIN]"
161,1076e198-af9b-11e9-a2fc-000d3a38a36f,99,5.0,297.96,3,4,1,34,loyal_customers,[KADIN]
162,10e1f13e-9f67-11e9-a2fc-000d3a38a36f,44,11.0,1345.78,4,5,5,45,loyal_customers,"[ERKEK, KADIN]"
163,10eafdec-1a9b-11ea-98d5-000d3a38a36f,70,10.0,1671.56,4,5,5,45,loyal_customers,"[COCUK, KADIN, AKTIFSPOR]"
164,11127778-a7cd-11e9-a2fc-000d3a38a36f,4,14.0,2201.88,5,5,5,55,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
165,111a559c-b0d8-11e9-9757-000d3a38a36f,57,7.0,875.37,4,4,4,44,loyal_customers,[KADIN]
166,112246aa-3182-11ea-b884-000d3a38a36f,135,6.0,589.4300000000001,3,4,3,34,loyal_customers,"[KADIN, AKTIFSPOR]"
167,1148a72e-f102-11ea-bde9-000d3a38a36f,142,8.0,1586.3000000000002,3,5,5,35,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
168,118dc37e-a0c5-11e9-a2fc-000d3a38a36f,20,14.0,3396.3,5,5,5,55,champions,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
169,1192e466-9f2c-11e9-9897-000d3a38a36f,76,15.0,983.84,4,5,4,45,loyal_customers,[KADIN]
170,11f51fac-15ea-11ea-aa74-000d3a38a36f,125,9.0,1454.3700000000001,3,5,5,35,loyal_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
171,120c4322-adbb-11e9-a2fc-000d3a38a36f,40,15.0,2440.61,4,5,5,45,loyal_customers,[KADIN]
172,121ab022-d6ad-11e9-93bc-000d3a38a36f,133,11.0,1436.64,3,5,5,35,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
173,122c8e2c-1290-11ea-a001-000d3a38a36f,67,5.0,986.22,4,4,4,44,loyal_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
174,125df420-b067-11e9-9757-000d3a38a36f,23,5.0,483.38,5,4,3,54,champions,"[ERKEK, KADIN]"
175,125e788a-b1a9-11e9-89fa-000d3a38a36f,41,7.0,998.4200000000001,4,4,4,44,loyal_customers,"[ERKEK, KADIN, AKTIFSPOR]"
176,127ce39e-5bed-11ea-aed3-000d3a38a36f,46,5.0,802.03,4,4,4,44,loyal_customers,"[KADIN, AKTIFSPOR]"
177,129577d6-bde2-11ea-aa61-000d3a38a36f,19,5.0,913.1500000000001,5,4,4,54,champions,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
178,129d25a6-b11f-11e9-9757-000d3a38a36f,37,5.0,451.93,4,4,2,44,loyal_customers,"[COCUK, KADIN]"
179,12d469b0-e213-11e9-957d-000d3a38a36f,29,7.0,1197.56,5,4,5,54,champions,[KADIN]
