,master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RF_SCORE,segment,interested_in_categories_12
29,01abd05c-b1f7-11e9-89fa-000d3a38a36f,185,3.0,453.94000000000005,2,2,2,22,hibernating,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
30,01d402a6-bbc0-11ea-9a91-000d3a38a36f,335,2.0,450.48,1,1,2,11,hibernating,"[ERKEK, AKTIFSPOR]"
31,01d4c0ba-b3bf-11e9-a043-000d3a38a36f,358,2.0,340.48,1,1,2,11,hibernating,[ERKEK]
32,01d5156e-51f9-11ea-a243-000d3a38a36f,363,3.0,631.95,1,2,3,12,hibernating,[ERKEK]
33,01defd1e-a582-11e9-a2fc-000d3a38a36f,245,8.0,1497.5,1,5,5,15,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
34,01f3e57a-b3ba-11ea-8745-000d3a38a36f,203,3.0,370.95000000000005,2,2,2,22,hibernating,"[ERKEK, KADIN]"
35,01f87448-ac75-11e9-a2fc-000d3a38a36f,282,3.0,550.67,1,2,3,12,hibernating,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
36,01fa53ea-fbd9-11e9-b138-000d3a38a36f,164,3.0,849.9200000000001,2,2,4,22,hibernating,[ERKEK]
37,01fe2034-98ea-11ea-b97a-000d3a38a36f,249,3.0,1368.97,1,2,5,12,hibernating,"[COCUK, AKTIFSPOR]"
38,020d943e-be28-11ea-aa61-000d3a38a36f,315,2.0,170.47,1,1,1,11,hibernating,"[ERKEK, KADIN]"
39,021d4cae-da25-11e9-93bc-000d3a38a36f,172,3.0,329.96000000000004,2,2,2,22,hibernating,"[ERKEK, KADIN, AKTIFSPOR]"
40,0259aaae-5b0e-11ea-86e3-000d3a38a36f,261,2.0,425.38,1,1,2,11,hibernating,"[AKTIFCOCUK, AKTIFSPOR]"
41,026f662a-c524-11ea-9dde-000d3a38a36f,235,2.0,614.06,1,1,3,11,hibernating,"[ERKEK, AKTIFSPOR]"
42,02af4fd8-7362-11ea-92d0-000d3a38a36f,200,3.0,460.44,2,2,3,22,hibernating,"[AKTIFCOCUK, ERKEK, COCUK]"
43,02bc6872-bebb-11ea-958c-000d3a38a36f,187,3.0,745.94,2,2,4,22,hibernating,"[ERKEK, KADIN, AKTIFSPOR]"
44,02c605a4-993f-11ea-b97a-000d3a38a36f,114,3.0,282.08000000000004,3,2,1,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
45,02d44576-a596-11e9-a2fc-000d3a38a36f,238,11.0,847.45,1,5,4,15,cant_loose,[COCUK]
46,02d797b2-5b53-11ea-9849-000d3a38a36f,92,3.0,635.37,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
47,02d8ab7a-2c50-11ea-b752-000d3a38a36f,185,2.0,401.69,2,1,2,21,hibernating,"[AKTIFCOCUK, ERKEK, KADIN]"
48,02ddf53a-d683-11e9-93bc-000d3a38a36f,137,3.0,492.46000000000004,3,2,3,32,about_to_sleep,"[ERKEK, KADIN]"
49,02f2627a-ac05-11e9-a2fc-000d3a38a36f,176,3.0,298.46999999999997,2,2,1,22,hibernating,"[ERKEK, KADIN]"
50,0323b1d6-e2ce-11e9-ad00-000d3a38a36f,174,3.0,432.96000000000004,2,2,2,22,hibernating,[ERKEK]
51,03265212-6292-11ea-9861-000d3a38a36f,187,2.0,272.99,2,1,1,21,hibernating,[AKTIFCOCUK]
52,03464e90-8a4d-11ea-8ec0-000d3a38a36f,326,2.0,468.45000000000005,1,1,3,11,hibernating,[ERKEK]
53,034a8960-c855-11ea-8ddc-000d3a38a36f,105,2.0,254.85999999999999,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
54,0350ce40-a58a-11e9-a2fc-000d3a38a36f,243,3.0,171.97,1,2,1,12,hibernating,[COCUK]
55,0358f300-6eb0-11ea-96d9-000d3a38a36f,246,3.0,273.96999999999997,1,2,1,12,hibernating,[ERKEK]
56,03646a4a-a7d8-11e9-a2fc-000d3a38a36f,181,3.0,285.36,2,2,1,22,hibernating,[ERKEK]
57,0367ceaa-d71d-11e9-93bc-000d3a38a36f,283,3.0,633.45,1,2,3,12,hibernating,"[ERKEK, AKTIFSPOR]"
58,037544d8-7374-11ea-92d0-000d3a38a36f,168,2.0,547.96,2,1,3,21,hibernating,[ERKEK]
59,03856c6c-61fb-11ea-8dd8-000d3a38a36f,188,2.0,238.45000000000002,2,1,1,21,hibernating,[ERKEK]
60,039d5faa-23b3-11eb-9cdc-000d3a38a36f,192,2.0,310.7,2,1,2,21,hibernating,"[ERKEK, KADIN]"
61,03b81072-4be9-11ea-a626-000d3a38a36f,280,2.0,361.94,1,1,2,11,hibernating,"[ERKEK, AKTIFSPOR]"
62,03ba116e-5bc6-11ea-899b-000d3a38a36f,137,2.0,197.28,3,1,1,31,about_to_sleep,[ERKEK]
63,03bce9b4-2784-11ea-aaaa-000d3a38a36f,276,2.0,238.17,1,1,1,11,hibernating,"[AKTIFCOCUK, COCUK]"
64,03be6bb2-1f60-11ea-87bf-000d3a38a36f,16,2.0,309.21,5,1,2,51,new_customers,[COCUK]
65,03d6c35e-116b-11ea-8872-000d3a38a36f,290,2.0,435.71000000000004,1,1,2,11,hibernating,"[ERKEK, KADIN, AKTIFSPOR]"
66,03e05dce-f19a-11e9-9346-000d3a38a36f,187,3.0,626.05,2,2,3,22,hibernating,"[ERKEK, AKTIFSPOR]"
67,03eff814-7b84-11ea-80af-000d3a38a36f,274,2.0,298.48,1,1,1,11,hibernating,[ERKEK]
68,0406e708-2b71-11ea-9d27-000d3a38a36f,350,2.0,195.28,1,1,1,11,hibernating,[ERKEK]
69,0431764a-a3ed-11ea-9c18-000d3a38a36f,186,2.0,237.98,2,1,1,21,hibernating,"[ERKEK, KADIN]"
70,043f4822-b1ce-11e9-89fa-000d3a38a36f,341,2.0,219.97,1,1,1,11,hibernating,"[AKTIFCOCUK, AKTIFSPOR]"
71,043f4824-a5d3-11e9-a2fc-000d3a38a36f,368,2.0,551.44,1,1,3,11,hibernating,"[ERKEK, KADIN]"
72,0457c796-b046-11e9-9757-000d3a38a36f,336,2.0,417.96000000000004,1,1,2,11,hibernating,"[AKTIFCOCUK, COCUK]"
73,0462c578-ec82-11ea-9369-000d3a38a36f,241,3.0,685.68,1,2,4,12,hibernating,"[ERKEK, AKTIFSPOR]"
74,04704142-a7e3-11e9-a2fc-000d3a38a36f,315,2.0,471.92,1,1,3,11,hibernating,"[AKTIFCOCUK, COCUK, KADIN]"
75,047af6de-23ab-11ea-8523-000d3a38a36f,183,2.0,197.98000000000002,2,1,1,21,hibernating,[ERKEK]
76,047ea688-bbd8-11ea-9a91-000d3a38a36f,152,2.0,373.97,2,1,2,21,hibernating,[ERKEK]
77,048bbbe4-1cfe-11ea-a490-000d3a38a36f,87,3.0,313.96000000000004,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
78,048cea42-b083-11e9-9757-000d3a38a36f,324,2.0,350.44,1,1,2,11,hibernating,"[ERKEK, KADIN]"
79,04901038-a411-11e9-a2fc-000d3a38a36f,110,2.0,430.38,3,1,2,31,about_to_sleep,"[ERKEK, KADIN]"
80,04937794-508e-11ea-99ba-000d3a38a36f,86,3.0,343.95,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, COCUK]"
81,049db85e-ad18-11e9-a2fc-000d3a38a36f,326,3.0,229.95999999999998,1,2,1,12,hibernating,[COCUK]
82,04c7f1f4-a3aa-11e9-a2fc-000d3a38a36f,363,2.0,355.94,1,1,2,11,hibernating,"[COCUK, KADIN]"
83,04cd5a8e-41d6-11ea-96d9-000d3a38a36f,146,3.0,180.97,3,2,1,32,about_to_sleep,[AKTIFCOCUK]
84,04d3fc0a-ff2c-11e9-a5e8-000d3a38a36f,188,2.0,215.98,2,1,1,21,hibernating,[ERKEK]
85,04ed6ad4-646f-11ea-a507-000d3a38a36f,226,3.0,644.92,2,2,3,22,hibernating,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
86,04f27884-a3b9-11e9-a2fc-000d3a38a36f,248,3.0,399.93,1,2,2,12,hibernating,"[ERKEK, AKTIFSPOR]"
87,04f39bf8-23aa-11ea-8523-000d3a38a36f,175,2.0,160.98,2,1,1,21,hibernating,[ERKEK]
88,04f94ad2-49e1-11ea-8a4f-000d3a38a36f,130,3.0,672.04,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
89,0500b06e-acf3-11e9-a2fc-000d3a38a36f,234,2.0,269.94,1,1,1,11,hibernating,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
90,050b9782-9775-11ea-a9c8-000d3a38a36f,121,3.0,535.06,3,2,3,32,about_to_sleep,"[COCUK, KADIN]"
91,0515c070-9e6c-11e9-9897-000d3a38a36f,169,8.0,1402.27,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
92,051b160c-b11c-11e9-9757-000d3a38a36f,202,2.0,346.97,2,1,2,21,hibernating,[ERKEK]
93,0522dfa4-00a4-11ea-a5e8-000d3a38a36f,322,3.0,502.47,1,2,3,12,hibernating,[ERKEK]
94,052759d6-73f3-11ea-92d0-000d3a38a36f,146,3.0,601.38,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
95,05284896-41c6-11ea-96d9-000d3a38a36f,188,2.0,101.97,2,1,1,21,hibernating,"[AKTIFCOCUK, COCUK]"
96,05396bb6-a456-11e9-a2fc-000d3a38a36f,28,2.0,537.46,5,1,3,51,new_customers,"[ERKEK, AKTIFSPOR]"
97,055f4316-ab32-11ea-b736-000d3a38a36f,97,2.0,217.45999999999998,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]"
98,056e803c-a378-11e9-a2fc-000d3a38a36f,208,8.0,1247.87,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
99,0574ac66-3c96-11ea-b550-000d3a38a36f,20,2.0,248.45999999999998,5,1,1,51,new_customers,[COCUK]
100,05a16592-4b75-11ea-a626-000d3a38a36f,344,3.0,222.96,1,2,1,12,hibernating,[ERKEK]
101,05ca4e72-d68f-11e9-93bc-000d3a38a36f,123,3.0,237.97,3,2,1,32,about_to_sleep,"[COCUK, KADIN]"
102,05cb8ed2-a42f-11e9-a2fc-000d3a38a36f,349,2.0,336.99,1,1,2,11,hibernating,[ERKEK]
103,05cfe26c-1841-11ea-9213-000d3a38a36f,219,2.0,229.98000000000002,2,1,1,21,hibernating,[AKTIFCOCUK]
104,05f83906-9707-11eb-8c2a-000d3a38a36f,28,2.0,229.75,5,1,1,51,new_customers,"[AKTIFCOCUK, COCUK]"
105,05ff5f30-a256-11e9-a2fc-000d3a38a36f,17,2.0,698.15,5,1,4,51,new_customers,"[COCUK, AKTIFSPOR]"
106,06090ece-afd8-11e9-9757-000d3a38a36f,234,3.0,373.46000000000004,1,2,2,12,hibernating,"[AKTIFCOCUK, ERKEK, COCUK]"
107,062e21a4-9dc8-11e9-9897-000d3a38a36f,238,11.0,1324.28,1,5,5,15,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
108,06548210-bd28-11ea-aa61-000d3a38a36f,141,2.0,200.48,3,1,1,31,about_to_sleep,"[ERKEK, COCUK]"
109,06671b06-ac34-11e9-a2fc-000d3a38a36f,156,12.0,1368.8600000000001,2,5,5,25,cant_loose,[ERKEK]
110,06887238-a3ce-11e9-a2fc-000d3a38a36f,307,3.0,317.47,1,2,2,12,hibernating,[ERKEK]
111,06cd8bae-9ebd-11e9-9897-000d3a38a36f,203,15.0,1664.83,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
112,06e6bc28-5330-11ea-acd3-000d3a38a36f,136,3.0,229.96999999999997,3,2,1,32,about_to_sleep,[AKTIFCOCUK]
113,06ea4252-5b56-11ea-b15d-000d3a38a36f,187,2.0,273.46999999999997,2,1,1,21,hibernating,"[ERKEK, KADIN]"
114,06fa3850-afe5-11e9-9757-000d3a38a36f,278,3.0,420.61,1,2,2,12,hibernating,[AKTIFCOCUK]
115,07117fb0-98b0-11ea-b97a-000d3a38a36f,203,2.0,648.41,2,1,3,21,hibernating,"[COCUK, KADIN]"
116,07200298-418d-11eb-806e-000d3a38a36f,86,2.0,233.96,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
117,0754e39e-5eb4-11ea-be5b-000d3a38a36f,110,2.0,427.09000000000003,3,1,2,31,about_to_sleep,"[COCUK, KADIN]"
118,0768a930-ad46-11e9-a2fc-000d3a38a36f,142,2.0,355.94,3,1,2,31,about_to_sleep,[AKTIFCOCUK]
119,07aaa352-a90f-11e9-a2fc-000d3a38a36f,311,3.0,299.96,1,2,1,12,hibernating,"[ERKEK, COCUK]"
120,07b05898-db08-11ea-a65b-000d3a38a36f,109,3.0,879.94,3,2,4,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
121,07b1fe32-adfa-11e9-a2fc-000d3a38a36f,153,3.0,228.45,2,2,1,22,hibernating,"[ERKEK, KADIN]"
122,07c18f50-138a-11ea-a001-000d3a38a36f,195,3.0,405.47,2,2,2,22,hibernating,"[ERKEK, AKTIFSPOR]"
123,07f39a76-3e51-11ea-808e-000d3a38a36f,188,3.0,391.92999999999995,2,2,2,22,hibernating,"[COCUK, KADIN]"
124,081002e8-f26a-11e9-9346-000d3a38a36f,88,3.0,405.93,3,2,2,32,about_to_sleep,[COCUK]
125,08135bac-aa3d-11e9-a2fc-000d3a38a36f,332,3.0,608.7,1,2,3,12,hibernating,[ERKEK]
126,086664a4-541b-11ea-b1db-000d3a38a36f,184,3.0,302.76,2,2,2,22,hibernating,"[ERKEK, AKTIFSPOR]"
127,086af4ea-2623-11ea-8e1c-000d3a38a36f,202,2.0,254.98000000000002,2,1,1,21,hibernating,[ERKEK]
128,087cb3de-12cc-11ea-a001-000d3a38a36f,365,3.0,395.96,1,2,2,12,hibernating,"[ERKEK, AKTIFSPOR]"
129,087daaba-7189-11eb-a3e2-000d3a38a36f,105,2.0,99.38,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
130,08828c30-4bc2-11ea-a626-000d3a38a36f,10,2.0,288.7,5,1,1,51,new_customers,[AKTIFCOCUK]
131,08934cc6-a6e2-11e9-a2fc-000d3a38a36f,142,2.0,569.97,3,1,3,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
132,08cd7574-b03b-11e9-9757-000d3a38a36f,125,3.0,396.45000000000005,3,2,2,32,about_to_sleep,"[ERKEK, COCUK, KADIN]"
133,08ce95e8-aac9-11e9-a2fc-000d3a38a36f,238,17.0,2689.83,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
134,08d8541a-fd81-11e9-a5e8-000d3a38a36f,365,2.0,697.9300000000001,1,1,4,11,hibernating,"[COCUK, KADIN, AKTIFSPOR]"
135,08db7ac2-5bd8-11ea-96de-000d3a38a36f,187,3.0,775.94,2,2,4,22,hibernating,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
136,08dd19e2-aeed-11e9-a2fc-000d3a38a36f,235,3.0,266.46999999999997,1,2,1,12,hibernating,[COCUK]
137,08e28e20-5b9c-11ea-a8b9-000d3a38a36f,224,3.0,320.44,2,2,2,22,hibernating,"[ERKEK, KADIN, AKTIFSPOR]"
138,08f073d6-a96e-11e9-a2fc-000d3a38a36f,329,2.0,186.38,1,1,1,11,hibernating,[ERKEK]
139,08f9f69c-a1fb-11e9-a2fc-000d3a38a36f,135,3.0,173.97,3,2,1,32,about_to_sleep,[ERKEK]
140,08fb032a-1208-11ea-916f-000d3a38a36f,87,2.0,147.76,3,1,1,31,about_to_sleep,[COCUK]
141,0904db6a-8504-11ea-80af-000d3a38a36f,5,2.0,211.84,5,1,1,51,new_customers,"[COCUK, KADIN, AKTIFSPOR]"
142,090d6e42-9da6-11e9-9897-000d3a38a36f,345,20.0,1951.95,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
143,0925ae66-aef0-11e9-a2fc-000d3a38a36f,317,2.0,209.98,1,1,1,11,hibernating,[ERKEK]
144,092f1f16-8e22-11ea-8f41-000d3a38a36f,209,2.0,265.97,2,1,1,21,hibernating,"[AKTIFCOCUK, COCUK]"
145,092f2130-1b10-11ea-a050-000d3a38a36f,289,2.0,594.31,1,1,3,11,hibernating,[ERKEK]
146,09331eda-ad69-11e9-a2fc-000d3a38a36f,338,2.0,217.46999999999997,1,1,1,11,hibernating,[COCUK]
147,093480d8-6243-11ea-9d1a-000d3a38a36f,354,2.0,324.95,1,1,2,11,hibernating,[ERKEK]
148,0954c188-5f21-11ea-be5b-000d3a38a36f,314,2.0,220.48000000000002,1,1,1,11,hibernating,[AKTIFCOCUK]
149,095b88fc-a0d5-11e9-a2fc-000d3a38a36f,225,3.0,369.97,2,2,2,22,hibernating,[ERKEK]
150,0961104a-aa55-11e9-a2fc-000d3a38a36f,335,9.0,1838.6799999999998,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
151,0978e69c-afba-11e9-9757-000d3a38a36f,201,2.0,153.97,2,1,1,21,hibernating,"[COCUK, KADIN]"
152,099ba066-5e6d-11eb-8dbd-000d3a38a36f,107,2.0,425.7,3,1,2,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
153,09c78324-a0dd-11e9-a2fc-000d3a38a36f,189,3.0,314.98,2,2,2,22,hibernating,[ERKEK]
154,09c98052-9745-11ea-a9c8-000d3a38a36f,300,3.0,653.88,1,2,3,12,hibernating,[ERKEK]
155,09cb00a8-ad44-11e9-a2fc-000d3a38a36f,267,11.0,1510.21,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
156,09ead438-9753-11ea-a9c8-000d3a38a36f,330,2.0,411.95000000000005,1,1,2,11,hibernating,"[ERKEK, AKTIFSPOR]"
157,09f7a470-5bed-11ea-bdcb-000d3a38a36f,138,2.0,215.73,3,1,1,31,about_to_sleep,[ERKEK]
158,09f8ab98-ae48-11e9-a2fc-000d3a38a36f,190,3.0,426.44,2,2,2,22,hibernating,"[ERKEK, COCUK, KADIN]"
159,0a0a39f8-5451-11ea-b1db-000d3a38a36f,327,3.0,283.46,1,2,1,12,hibernating,[ERKEK]
160,0a1072a2-acfc-11e9-a2fc-000d3a38a36f,208,2.0,274.48,2,1,1,21,hibernating,[AKTIFCOCUK]
161,0a230598-5b3e-11ea-8602-000d3a38a36f,88,2.0,170.98,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
162,0a4e6440-a9dc-11e9-a2fc-000d3a38a36f,274,14.0,2208.5299999999997,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
163,0a565d2c-d631-11e9-93bc-000d3a38a36f,303,2.0,179.98,1,1,1,11,hibernating,[ERKEK]
164,0a7329f8-a110-11e9-a2fc-000d3a38a36f,138,3.0,269.97,3,2,1,32,about_to_sleep,[ERKEK]
165,0a75969e-a470-11e9-a2fc-000d3a38a36f,162,3.0,610.9100000000001,2,2,3,22,hibernating,[AKTIFCOCUK]
166,0a7e2f2c-5b25-11ea-84b6-000d3a38a36f,275,3.0,204.69,1,2,1,12,hibernating,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
167,0a9011fe-2f71-11ea-bb80-000d3a38a36f,285,14.0,1558.86,1,5,5,15,cant_loose,[ERKEK]
168,0ac4bd5c-0d54-11eb-8ffc-000d3a38a36f,232,11.0,984.76,2,5,4,25,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
169,0aea57a2-2f5e-11eb-9c24-000d3a38a36f,173,2.0,359.46,2,1,2,21,hibernating,"[ERKEK, AKTIFSPOR]"
170,0aeebb24-67af-11eb-b5d7-000d3a38a36f,21,2.0,150.97,5,1,1,51,new_customers,[ERKEK]
171,0af784d4-9e6a-11ea-80cd-000d3a38a36f,334,2.0,184.97,1,1,1,11,hibernating,[ERKEK]
172,0b0a78d4-544e-11ea-b1db-000d3a38a36f,237,2.0,257.71999999999997,1,1,1,11,hibernating,[AKTIFCOCUK]
173,0b0c120e-889a-11ea-9c02-000d3a38a36f,265,2.0,526.36,1,1,3,11,hibernating,"[ERKEK, COCUK, KADIN]"
174,0b164022-2359-11ea-8523-000d3a38a36f,184,2.0,444.88,2,1,2,21,hibernating,[ERKEK]
175,0b187a1e-5bca-11ea-ba38-000d3a38a36f,184,2.0,378.95000000000005,2,1,2,21,hibernating,[ERKEK]
176,0b195256-aab1-11e9-a2fc-000d3a38a36f,175,8.0,2118.26,2,5,5,25,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
177,0b2730fa-b002-11e9-9757-000d3a38a36f,200,2.0,109.97,2,1,1,21,hibernating,"[COCUK, KADIN]"
178,0b27d99c-9df0-11ea-80cd-000d3a38a36f,127,2.0,170.86,3,1,1,31,about_to_sleep,[COCUK]
179,0b640f60-1c87-11ea-a490-000d3a38a36f,105,2.0,254.95,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
180,0b67c74c-2b76-11ea-9d27-000d3a38a36f,100,3.0,295.19,3,2,1,32,about_to_sleep,[COCUK]
181,0b72af8c-fff1-11e9-a5e8-000d3a38a36f,332,3.0,369.97,1,2,2,12,hibernating,[AKTIFCOCUK]
182,0b810b9a-b113-11e9-9757-000d3a38a36f,294,3.0,345.82,1,2,2,12,hibernating,[AKTIFCOCUK]
183,0b81f450-9e71-11ea-80cd-000d3a38a36f,318,2.0,147.98,1,1,1,11,hibernating,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
184,0b89590e-9db7-11e9-9897-000d3a38a36f,187,10.0,1325.9,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
185,0b963b74-feec-11e9-a5e8-000d3a38a36f,201,3.0,410.72,2,2,2,22,hibernating,[ERKEK]
186,0bbee1a8-abb0-11e9-a2fc-000d3a38a36f,363,3.0,277.48,1,2,1,12,hibernating,[AKTIFCOCUK]
187,0bcd41f6-f842-11e9-b138-000d3a38a36f,357,3.0,448.96000000000004,1,2,2,12,hibernating,[ERKEK]
188,0bd7f67e-ede6-11ea-bb5a-000d3a38a36f,198,10.0,1029.79,2,5,5,25,cant_loose,"[AKTIFCOCUK, KADIN]"
189,0c17adbe-d6a4-11e9-93bc-000d3a38a36f,352,2.0,146.96,1,1,1,11,hibernating,"[COCUK, AKTIFSPOR]"
190,0c24fc44-2ac8-11ea-9d27-000d3a38a36f,115,2.0,1558.53,3,1,5,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
191,0c2bb4d4-a5b8-11e9-a2fc-000d3a38a36f,330,3.0,402.96000000000004,1,2,2,12,hibernating,"[ERKEK, KADIN]"
192,0c2d8c68-f361-11e9-9346-000d3a38a36f,138,2.0,254.95999999999998,3,1,1,31,about_to_sleep,[COCUK]
193,0c3b4492-9e08-11e9-9897-000d3a38a36f,166,10.0,1303.92,2,5,5,25,cant_loose,"[COCUK, KADIN]"
194,0c3b9d26-a2c6-11e9-a2fc-000d3a38a36f,368,3.0,461.96000000000004,1,2,3,12,hibernating,[ERKEK]
195,0c3f8294-52e1-11ea-9ade-000d3a38a36f,165,2.0,499.97,2,1,3,21,hibernating,"[ERKEK, COCUK]"
196,0c4399f8-a1b4-11e9-a2fc-000d3a38a36f,187,2.0,115.97,2,1,1,21,hibernating,[ERKEK]
197,0c477394-43e8-11ea-8b43-000d3a38a36f,229,3.0,529.93,2,2,3,22,hibernating,[ERKEK]
198,0c5bf524-a7c3-11e9-a2fc-000d3a38a36f,99,2.0,238.82999999999998,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
199,0c60b0a4-3ea9-11eb-806e-000d3a38a36f,156,2.0,318.47,2,1,2,21,hibernating,[ERKEK]
